first_name,last_name,emp_no,title,from_date,to_date
Shahaf,Eldridge,217977,Engineer,1999-08-23,9999-01-01
Moty,Molenkamp,217978,Engineer,1991-07-02,1993-05-25
Aiichiro,Auria,217986,Engineer,1988-07-28,1994-07-28
Aiichiro,Auria,217986,Senior Engineer,1994-07-28,9999-01-01
Etsuo,Maquelin,217987,Senior Engineer,1986-05-03,1999-04-27
Kenton,Reinhard,217991,Staff,1996-06-08,9999-01-01
Dipankar,Murthy,217998,Engineer,1994-08-15,2000-08-14
Dipankar,Murthy,217998,Senior Engineer,2000-08-14,9999-01-01
Ger,Colorni,218006,Staff,1989-08-24,1989-12-01
Vivian,Lortz,218029,Senior Staff,1991-07-17,9999-01-01
Vivian,Lortz,218029,Staff,1986-07-17,1991-07-17
Maia,Veevers,218044,Senior Staff,1996-03-19,9999-01-01
Maia,Veevers,218044,Staff,1987-03-20,1996-03-19
Michaela,Kaiserswerth,218048,Staff,1996-06-17,9999-01-01
Seongbin,Czap,218051,Staff,1997-10-16,9999-01-01
Adas,Rusterholz,218061,Engineer,1987-12-04,1994-12-04
Adas,Rusterholz,218061,Senior Engineer,1994-12-04,9999-01-01
Ashish,Cannata,218083,Senior Staff,1997-12-26,9999-01-01
Ashish,Cannata,218083,Staff,1988-12-26,1997-12-26
Shietung,Conia,218098,Senior Staff,1992-04-09,9999-01-01
Shietung,Conia,218098,Staff,1985-04-09,1992-04-09
Giri,Mahmud,218119,Staff,2000-01-01,9999-01-01
Saeed,Bierbaum,218128,Engineer,1996-11-20,9999-01-01
Kazunori,Malabarba,218138,Engineer,1988-04-09,1997-04-09
Kazunori,Malabarba,218138,Senior Engineer,1997-04-09,9999-01-01
Zine,Legleitner,218153,Senior Staff,1988-10-01,2000-05-24
Breannda,DuBourdieux,218156,Staff,1993-12-24,1998-08-13
Goh,Siksek,218158,Staff,1993-11-11,9999-01-01
Diederik,Fargier,218167,Senior Staff,1995-09-09,9999-01-01
Diederik,Fargier,218167,Staff,1987-09-09,1995-09-09
JiYoung,Brickell,218178,Engineer,1992-08-21,1997-08-21
JiYoung,Brickell,218178,Senior Engineer,1997-08-21,9999-01-01
Zsolt,Papastamatiou,218183,Senior Staff,1986-05-11,9999-01-01
Vishv,Rindone,218189,Assistant Engineer,1990-08-23,1998-08-23
Vishv,Rindone,218189,Engineer,1998-08-23,9999-01-01
Mandell,Paludetto,218192,Senior Engineer,1999-12-04,9999-01-01
Niteen,Poujol,218195,Engineer,1996-11-23,9999-01-01
Martien,Szilard,218200,Engineer,1996-12-26,2001-12-26
Martien,Szilard,218200,Senior Engineer,2001-12-26,9999-01-01
Harjit,Ashish,218201,Senior Staff,1993-06-03,9999-01-01
Kinh,Nitto,218210,Senior Staff,1988-01-31,9999-01-01
Navin,Cheshire,218212,Staff,1995-07-21,9999-01-01
Tonia,Montresor,218214,Engineer,1987-05-25,1993-05-24
Tonia,Montresor,218214,Senior Engineer,1993-05-24,9999-01-01
Subhrajyoti,Pargaonkar,218215,Engineer,1987-12-01,1996-11-30
Subhrajyoti,Pargaonkar,218215,Senior Engineer,1996-11-30,9999-01-01
Wuxu,Bernick,218217,Senior Staff,1994-03-20,9999-01-01
Wuxu,Bernick,218217,Staff,1985-03-20,1994-03-20
Francesca,Auyong,218228,Senior Staff,1992-11-26,9999-01-01
Francesca,Auyong,218228,Staff,1987-11-27,1992-11-26
Wojceich,Navazio,218247,Senior Staff,1993-03-14,2002-06-03
Wojceich,Navazio,218247,Staff,1985-03-14,1993-03-14
Susanna,Eugenio,218254,Senior Staff,1991-06-28,9999-01-01
Susanna,Eugenio,218254,Staff,1985-06-28,1991-06-28
Kenton,Uludag,218264,Engineer,1985-03-12,1994-03-12
Kenton,Uludag,218264,Senior Engineer,1994-03-12,9999-01-01
Dzung,Terekhov,218267,Engineer,1997-01-23,2002-01-23
Dzung,Terekhov,218267,Senior Engineer,2002-01-23,9999-01-01
Hideo,Schmittgen,218268,Engineer,1989-04-17,1995-01-09
Gay,Boreale,218272,Senior Staff,1993-08-25,9999-01-01
Gay,Boreale,218272,Staff,1987-08-26,1993-08-25
Mayuri,Furudate,218275,Engineer,1985-10-07,1990-10-07
Mayuri,Furudate,218275,Senior Engineer,1990-10-07,9999-01-01
Youjian,Ranze,218276,Senior Staff,1992-03-02,9999-01-01
Olivera,Gist,218280,Engineer,1992-07-15,1997-07-15
Olivera,Gist,218280,Senior Engineer,1997-07-15,9999-01-01
Martine,Kalloufi,218291,Senior Staff,1999-03-13,9999-01-01
Oscal,Thorensen,218303,Senior Staff,1990-12-06,9999-01-01
Oscal,Thorensen,218303,Staff,1985-12-06,1990-12-06
Kitty,Speer,218319,Senior Staff,1997-09-03,9999-01-01
Kitty,Speer,218319,Staff,1988-09-03,1997-09-03
Marsha,Grospietsch,218323,Senior Engineer,1987-08-24,1997-07-31
Takushi,Picel,218358,Technique Leader,1991-11-24,9999-01-01
Alair,McClurg,218408,Engineer,1986-09-13,1995-09-13
Alair,McClurg,218408,Senior Engineer,1995-09-13,9999-01-01
Shay,Basagni,218414,Engineer,1985-10-18,1993-10-18
Shay,Basagni,218414,Senior Engineer,1993-10-18,9999-01-01
Arto,Farris,218415,Senior Engineer,1986-06-24,9999-01-01
Moto,Aamodt,218417,Engineer,1987-01-29,1992-01-29
Moto,Aamodt,218417,Senior Engineer,1992-01-29,9999-01-01
Arlette,Munro,218423,Engineer,1995-10-24,2000-10-23
Arlette,Munro,218423,Senior Engineer,2000-10-23,9999-01-01
Eran,Pettit,218432,Senior Staff,1992-02-28,9999-01-01
Eran,Pettit,218432,Staff,1986-02-28,1992-02-28
Sanjiv,Mayerwieser,218435,Engineer,1986-08-02,1991-08-02
Sanjiv,Mayerwieser,218435,Senior Engineer,1991-08-02,9999-01-01
Amstein,Jonsson,218439,Senior Staff,1996-04-23,9999-01-01
Amstein,Jonsson,218439,Staff,1988-04-23,1996-04-23
Yechezkel,Lundstrom,218441,Engineer,1986-02-18,1991-02-18
Yechezkel,Lundstrom,218441,Senior Engineer,1991-02-18,9999-01-01
Hausi,Neiman,218442,Engineer,1996-07-14,2001-07-14
Hausi,Neiman,218442,Senior Engineer,2001-07-14,9999-01-01
Duro,Schaar,218445,Engineer,1992-11-17,1997-11-17
Duro,Schaar,218445,Senior Engineer,1997-11-17,9999-01-01
Flemming,Thisen,218452,Engineer,1988-03-01,1994-03-01
Flemming,Thisen,218452,Senior Engineer,1994-03-01,2001-04-23
Xiaoqiu,Casley,218459,Engineer,1987-09-12,1995-09-12
Xiaoqiu,Casley,218459,Senior Engineer,1995-09-12,9999-01-01
Bernt,Kadhim,218466,Engineer,1991-12-23,1998-12-23
Bernt,Kadhim,218466,Senior Engineer,1998-12-23,9999-01-01
Doowon,Ranst,218475,Assistant Engineer,1986-03-24,1995-03-24
Doowon,Ranst,218475,Engineer,1995-03-24,9999-01-01
Vishwani,Kornatzky,218477,Senior Staff,1998-11-27,9999-01-01
Kannan,Baez,218491,Senior Staff,1993-12-06,9999-01-01
Kannan,Baez,218491,Staff,1987-12-07,1993-12-06
Ronghao,Bultermann,218494,Engineer,1991-08-30,1996-08-29
Ronghao,Bultermann,218494,Senior Engineer,1996-08-29,9999-01-01
Toshimo,Boyle,218497,Senior Engineer,1992-06-24,9999-01-01
Urs,Berztiss,218503,Engineer,1986-09-10,1991-09-10
Urs,Berztiss,218503,Senior Engineer,1991-09-10,9999-01-01
Adil,Shobatake,218504,Senior Staff,1997-06-09,9999-01-01
Adil,Shobatake,218504,Staff,1988-06-09,1997-06-09
Ulises,Verhaegen,218522,Senior Staff,2002-03-14,9999-01-01
Ulises,Verhaegen,218522,Staff,1995-03-14,2002-03-14
Heeju,Matzat,218528,Engineer,1985-05-18,1991-05-18
Heeju,Matzat,218528,Senior Engineer,1991-05-18,9999-01-01
Yurij,Pleszkun,218535,Senior Staff,1999-09-27,9999-01-01
Yurij,Pleszkun,218535,Staff,1993-09-27,1999-09-27
Khalid,Mundy,218538,Engineer,1988-09-02,1988-11-08
Nathalie,Trelles,218540,Senior Engineer,1987-08-11,9999-01-01
Charmane,Ramamoorthy,218560,Senior Staff,1993-01-19,9999-01-01
Charmane,Ramamoorthy,218560,Staff,1988-01-20,1993-01-19
Shaz,Gargeya,218561,Assistant Engineer,1991-04-16,1997-03-17
Arvin,Furudate,218562,Senior Engineer,1985-10-29,9999-01-01
Shunichi,Servi,218565,Engineer,1987-05-31,1996-05-30
Shunichi,Servi,218565,Senior Engineer,1996-05-30,9999-01-01
Shiv,Sessa,218574,Engineer,1997-03-23,9999-01-01
Kwee,Speek,218580,Engineer,2000-01-23,9999-01-01
Ulises,Baumann,218583,Senior Staff,1986-10-22,9999-01-01
Shalesh,McDermid,218592,Senior Staff,2002-04-06,9999-01-01
Shalesh,McDermid,218592,Staff,1996-04-06,2002-04-06
Arunas,Lamba,218593,Engineer,1999-04-08,9999-01-01
Murthy,Brodal,218595,Engineer,1988-09-06,1995-09-07
Murthy,Brodal,218595,Senior Engineer,1995-09-07,9999-01-01
Kristen,Mandell,218598,Assistant Engineer,1985-06-22,1992-06-22
Kristen,Mandell,218598,Engineer,1992-06-22,1999-06-23
Kristen,Mandell,218598,Senior Engineer,1999-06-23,9999-01-01
Satyanarayana,Plotkin,218603,Assistant Engineer,1998-02-03,2001-02-14
Horward,Radivojevic,218605,Senior Staff,1994-11-03,2002-06-12
Horward,Radivojevic,218605,Staff,1987-11-03,1994-11-03
Udi,McClurg,218608,Senior Engineer,1985-06-09,9999-01-01
Shih,Wallrath,218611,Engineer,1996-03-19,2001-03-19
Shih,Wallrath,218611,Senior Engineer,2001-03-19,2002-06-12
Haldon,Montemayor,218616,Staff,1988-07-26,1988-11-15
Theirry,Unni,218619,Staff,1999-10-11,9999-01-01
Ingmar,Perry,218629,Engineer,1986-03-03,1993-03-03
Ingmar,Perry,218629,Senior Engineer,1993-03-03,9999-01-01
Feixiong,Zhiwei,218631,Senior Engineer,1987-01-02,9999-01-01
Mori,Zobel,218634,Staff,1990-11-05,1995-06-23
Abdulla,Siochi,218653,Senior Staff,1988-09-26,9999-01-01
Bedrich,Srimani,218654,Staff,1985-09-20,1990-09-06
Kiyotoshi,Lakshmanan,218655,Assistant Engineer,1990-02-10,1998-02-10
Kiyotoshi,Lakshmanan,218655,Engineer,1998-02-10,9999-01-01
Valeska,Simmel,218656,Staff,1994-09-23,9999-01-01
Haldon,Nitta,218661,Senior Staff,1987-11-07,9999-01-01
Ibibia,Schmiedel,218665,Senior Engineer,1986-02-13,9999-01-01
Toshiko,Lipner,218674,Senior Staff,1999-01-08,9999-01-01
Toshiko,Lipner,218674,Staff,1994-01-08,1999-01-08
Yoshimitsu,Taubenfeld,218675,Assistant Engineer,1986-01-09,1992-01-09
Yoshimitsu,Taubenfeld,218675,Engineer,1992-01-09,1998-01-08
Yoshimitsu,Taubenfeld,218675,Senior Engineer,1998-01-08,9999-01-01
Shichao,Kowalchuk,218676,Senior Engineer,1986-09-12,9999-01-01
Elrique,Delgrande,218682,Senior Staff,1995-10-11,9999-01-01
Elrique,Delgrande,218682,Staff,1989-10-11,1995-10-11
Sarita,Yavatkar,218685,Technique Leader,1986-01-30,9999-01-01
Marsha,Simmen,218691,Engineer,1989-10-23,1997-10-23
Marsha,Simmen,218691,Senior Engineer,1997-10-23,9999-01-01
Sanjiv,Pashtan,218693,Senior Staff,1993-09-04,9999-01-01
Sanjiv,Pashtan,218693,Staff,1985-09-04,1993-09-04
Giri,Honglei,218694,Senior Staff,1996-09-04,9999-01-01
Giri,Honglei,218694,Staff,1990-09-05,1996-09-04
Uri,Diderrich,218700,Assistant Engineer,1985-12-08,1993-12-08
Uri,Diderrich,218700,Engineer,1993-12-08,1997-04-04
Chikako,Callaway,218710,Engineer,1999-05-03,2002-06-24
Akeel,Glowinski,218713,Engineer,1986-08-17,1994-08-17
Akeel,Glowinski,218713,Senior Engineer,1994-08-17,9999-01-01
Tsuneo,Karlin,218714,Staff,1985-02-20,1993-06-22
Ayonca,Werthner,218717,Senior Staff,1985-12-16,9999-01-01
Becky,Zirintsis,218722,Engineer,1988-04-19,1995-04-20
Becky,Zirintsis,218722,Senior Engineer,1995-04-20,9999-01-01
Sanjai,Panangaden,218724,Senior Staff,1995-03-23,9999-01-01
Sanjai,Panangaden,218724,Staff,1986-03-23,1995-03-23
Genevieve,Hatcliff,218725,Senior Staff,2000-01-08,9999-01-01
Genevieve,Hatcliff,218725,Staff,1995-01-08,2000-01-08
Youjian,Diderrich,218731,Senior Staff,1985-04-23,9999-01-01
Odoardo,Suessmith,218732,Senior Staff,1994-08-22,9999-01-01
Odoardo,Suessmith,218732,Staff,1986-08-22,1994-08-22
Lech,Casley,218736,Engineer,1992-06-07,1997-02-14
Dannz,Vadhan,218739,Senior Staff,1993-08-23,9999-01-01
Dannz,Vadhan,218739,Staff,1985-08-23,1993-08-23
Lech,Linnainmaa,218740,Staff,1985-02-04,1991-04-18
Hyuncheol,Bonifati,218741,Staff,1988-10-26,1991-09-21
Zengping,Usery,218755,Senior Engineer,1998-12-29,9999-01-01
Mariangiola,Krichel,218758,Engineer,1996-10-15,2001-10-15
Mariangiola,Krichel,218758,Senior Engineer,2001-10-15,9999-01-01
Tesuro,Danecki,218763,Senior Staff,1991-03-27,9999-01-01
Tesuro,Danecki,218763,Staff,1986-03-27,1991-03-27
Janalee,Ozery,218766,Engineer,1988-08-24,1994-08-24
Janalee,Ozery,218766,Senior Engineer,1994-08-24,9999-01-01
Yurij,Gaughan,218768,Senior Engineer,1999-11-27,9999-01-01
Keiichiro,Polupanov,218783,Senior Staff,1993-04-05,9999-01-01
Keiichiro,Polupanov,218783,Staff,1987-04-06,1993-04-05
Elzbieta,Thiria,218796,Engineer,1986-03-21,1991-03-21
Elzbieta,Thiria,218796,Senior Engineer,1991-03-21,9999-01-01
Rildo,Seuren,218812,Senior Staff,1993-04-08,9999-01-01
Rildo,Seuren,218812,Staff,1986-04-08,1993-04-08
Shaowen,Kropatsch,218825,Engineer,1987-05-06,1996-05-05
Shaowen,Kropatsch,218825,Senior Engineer,1996-05-05,2002-01-04
Indrajit,Weiland,218828,Engineer,1994-01-14,9999-01-01
Insup,Bennis,218840,Senior Staff,2001-08-27,9999-01-01
Insup,Bennis,218840,Staff,1993-08-27,2001-08-27
Bedrich,Sinicrope,218842,Senior Staff,1994-11-23,9999-01-01
Bedrich,Sinicrope,218842,Staff,1988-11-23,1994-11-23
Elvia,Bratsberg,218855,Staff,1999-12-28,9999-01-01
Haldon,Rattan,218856,Engineer,1988-01-13,1997-01-12
Haldon,Rattan,218856,Senior Engineer,1997-01-12,9999-01-01
Leen,Georg,218861,Engineer,1988-09-08,1994-09-08
Leen,Georg,218861,Senior Engineer,1994-09-08,9999-01-01
Anestis,Taubenfeld,218864,Engineer,1997-07-09,9999-01-01
Chaosheng,Litzler,218875,Senior Engineer,1988-07-22,1996-03-27
Mahmut,Wendorf,218877,Engineer,1986-10-22,1992-10-21
Mahmut,Wendorf,218877,Senior Engineer,1992-10-21,9999-01-01
Pranay,Fujisawa,218878,Engineer,1990-11-06,1998-11-06
Pranay,Fujisawa,218878,Senior Engineer,1998-11-06,9999-01-01
Somnath,Irland,218879,Senior Staff,1985-03-01,9999-01-01
Yongqiao,Erie,218883,Staff,1999-03-10,9999-01-01
Rosine,Gimarc,218885,Engineer,1988-12-04,1994-12-04
Rosine,Gimarc,218885,Senior Engineer,1994-12-04,9999-01-01
Geoffrey,Schaft,218889,Engineer,1989-08-09,1994-08-09
Geoffrey,Schaft,218889,Senior Engineer,1994-08-09,9999-01-01
Kotesh,Luon,218891,Engineer,1999-06-25,2002-06-03
Iara,Cronan,218916,Assistant Engineer,1993-09-12,1999-09-12
Iara,Cronan,218916,Engineer,1999-09-12,9999-01-01
Abdulah,Shackel,218919,Senior Staff,1991-01-10,1995-02-14
Abdulah,Shackel,218919,Staff,1986-01-10,1991-01-10
Apostol,Hiraishi,218924,Senior Staff,1996-08-19,9999-01-01
Saddek,Jenevein,218927,Senior Staff,2002-04-23,9999-01-01
Saddek,Jenevein,218927,Staff,1995-04-23,2002-04-23
Kazunori,Heiserman,218933,Engineer,1997-02-01,9999-01-01
Pramod,Begiun,218946,Senior Engineer,1988-02-07,9999-01-01
Arumugam,Milicic,218949,Senior Engineer,1988-04-11,9999-01-01
Zeljko,Sommer,218952,Technique Leader,1988-02-29,9999-01-01
Steve,Pargaonkar,218955,Engineer,1987-01-05,1996-01-05
Steve,Pargaonkar,218955,Senior Engineer,1996-01-05,1996-06-11
Jiakeng,Uludag,218965,Staff,2000-01-02,9999-01-01
Jordanka,Kampfer,218969,Engineer,1991-02-04,1999-11-25
Babette,Danlos,218978,Senior Staff,1998-01-23,9999-01-01
Babette,Danlos,218978,Staff,1989-01-23,1998-01-23
Achilleas,Demos,218981,Technique Leader,1986-05-15,2001-07-24
Yannis,Tasistro,218983,Senior Staff,1990-03-28,9999-01-01
Yannis,Tasistro,218983,Staff,1985-03-28,1990-03-28
Falguni,Pusterhofer,218991,Senior Staff,1996-07-07,9999-01-01
Falguni,Pusterhofer,218991,Staff,1987-07-08,1996-07-07
Kristian,Hennebert,218998,Engineer,1996-02-12,2002-02-11
Kristian,Hennebert,218998,Senior Engineer,2002-02-11,9999-01-01
Dayanand,Yetim,219000,Assistant Engineer,1986-09-08,1994-09-08
Dayanand,Yetim,219000,Engineer,1994-09-08,9999-01-01
Khun,Gide,219007,Assistant Engineer,1988-03-15,1993-03-15
Khun,Gide,219007,Engineer,1993-03-15,1998-03-15
Khun,Gide,219007,Senior Engineer,1998-03-15,9999-01-01
Claudi,Staelin,219008,Engineer,1985-08-01,1992-08-01
Claudi,Staelin,219008,Senior Engineer,1992-08-01,9999-01-01
Ymte,Cannard,219010,Senior Staff,1987-08-09,9999-01-01
Ferdinand,Kemmerer,219011,Senior Staff,1996-08-17,1997-10-29
Ferdinand,Kemmerer,219011,Staff,1987-08-18,1996-08-17
Atilio,Cangellaris,219017,Senior Staff,1996-02-01,9999-01-01
Atilio,Cangellaris,219017,Staff,1987-02-01,1996-02-01
Nathalie,Quittner,219026,Senior Staff,1999-09-02,9999-01-01
Arnould,Laurillard,219028,Senior Engineer,1999-11-23,2000-04-07
Padma,Luon,219031,Senior Staff,1997-05-29,9999-01-01
Padma,Luon,219031,Staff,1988-05-29,1997-05-29
Danai,Doering,219034,Engineer,1998-02-22,9999-01-01
Toney,Keohane,219036,Engineer,1999-04-01,9999-01-01
Lokesh,Molenkamp,219045,Senior Staff,1991-01-27,1995-10-13
Insup,Birsak,219046,Senior Staff,1992-02-18,9999-01-01
Insup,Birsak,219046,Staff,1986-02-18,1992-02-18
Percy,Luck,219051,Senior Engineer,1986-08-29,9999-01-01
Inderjeet,Gips,219071,Senior Staff,2001-10-06,9999-01-01
Inderjeet,Gips,219071,Staff,1992-10-06,2001-10-06
Lobel,Gluchowski,219079,Engineer,1987-11-28,1988-01-09
Jamaludin,Pappas,219080,Technique Leader,1995-01-06,9999-01-01
Mary,Baalen,219082,Engineer,1999-07-19,9999-01-01
Ymte,Guting,219095,Senior Staff,1996-07-01,9999-01-01
Ymte,Guting,219095,Staff,1991-07-02,1996-07-01
Premsyl,Rosis,219100,Senior Staff,1995-01-12,2001-10-02
Premsyl,Rosis,219100,Staff,1987-01-12,1995-01-12
Xiaoheng,Arlazarov,219102,Senior Staff,1997-12-03,9999-01-01
Xiaoheng,Arlazarov,219102,Staff,1988-12-03,1997-12-03
Jinxi,Sgarro,219116,Senior Staff,1993-10-03,9999-01-01
Jinxi,Sgarro,219116,Staff,1987-10-04,1993-10-03
Shirish,Baalen,219117,Staff,1998-07-22,9999-01-01
Tuval,Plotkin,219123,Engineer,1988-07-27,1988-11-06
Yechiam,Raoux,219131,Engineer,1993-12-13,1999-12-13
Yechiam,Raoux,219131,Senior Engineer,1999-12-13,9999-01-01
Yoshimitsu,Barinka,219138,Engineer,1988-06-02,1995-06-03
Yoshimitsu,Barinka,219138,Senior Engineer,1995-06-03,9999-01-01
Mari,Hofting,219141,Staff,1998-02-22,9999-01-01
Kristen,Pouyioutas,219152,Engineer,1994-03-23,9999-01-01
Shugo,Granlund,219170,Senior Engineer,1997-01-19,9999-01-01
Yuqun,Rosca,219185,Staff,1997-10-11,9999-01-01
Nakhoon,Weedon,219211,Senior Engineer,1997-12-02,9999-01-01
Maya,Gerlach,219219,Assistant Engineer,1995-01-21,2001-01-20
Maya,Gerlach,219219,Engineer,2001-01-20,9999-01-01
Jinya,Onuegbe,219236,Engineer,1988-11-05,1995-11-06
Jinya,Onuegbe,219236,Senior Engineer,1995-11-06,9999-01-01
Alair,Driscoll,219237,Engineer,1987-06-08,1994-06-08
Alair,Driscoll,219237,Senior Engineer,1994-06-08,9999-01-01
Gian,Braunschweig,219251,Senior Staff,2000-05-05,9999-01-01
Gian,Braunschweig,219251,Staff,1993-05-05,2000-05-05
Masanao,Koshino,219265,Engineer,1985-02-12,1991-02-12
Masanao,Koshino,219265,Senior Engineer,1991-02-12,9999-01-01
Aloys,Tibblin,219267,Engineer,1993-02-06,1998-02-06
Aloys,Tibblin,219267,Senior Engineer,1998-02-06,9999-01-01
Weidon,Rando,219275,Engineer,1989-01-08,1997-01-08
Weidon,Rando,219275,Senior Engineer,1997-01-08,9999-01-01
Michaela,Knightly,219295,Senior Staff,1994-08-16,9999-01-01
Michaela,Knightly,219295,Staff,1988-08-16,1994-08-16
Shigeu,Birch,219300,Engineer,1988-08-03,1997-08-03
Shigeu,Birch,219300,Senior Engineer,1997-08-03,1999-02-26
Kaijung,Otillio,219306,Senior Staff,1998-04-18,9999-01-01
Pasqua,Gecsei,219310,Senior Staff,1985-11-20,1996-10-25
Holgard,Heiserman,219329,Senior Staff,2001-06-08,9999-01-01
Holgard,Heiserman,219329,Staff,1996-06-08,2001-06-08
Elzbieta,Garigliano,219344,Senior Staff,1987-11-12,1996-11-14
Barton,Butterworth,219347,Senior Staff,1994-01-24,9999-01-01
Barton,Butterworth,219347,Staff,1987-01-24,1994-01-24
Khedija,Nergos,219370,Engineer,1988-10-24,1995-10-25
Khedija,Nergos,219370,Senior Engineer,1995-10-25,9999-01-01
Lijie,Biron,219383,Senior Engineer,1992-05-01,9999-01-01
Miomir,Flanders,219396,Engineer,1995-10-01,2000-09-30
Miomir,Flanders,219396,Senior Engineer,2000-09-30,9999-01-01
Dmitri,Perin,219399,Senior Staff,1995-12-26,9999-01-01
Dmitri,Perin,219399,Staff,1986-12-26,1995-12-26
Percy,Marzano,219400,Senior Staff,1988-07-25,1990-05-06
Gina,Baja,219403,Engineer,1985-02-13,1992-02-14
Gina,Baja,219403,Senior Engineer,1992-02-14,1993-10-29
Aiichiro,Beerel,219406,Engineer,1986-10-24,1992-10-23
Aiichiro,Beerel,219406,Senior Engineer,1992-10-23,9999-01-01
Randi,Jiang,219411,Senior Staff,1994-01-07,1997-04-03
Randi,Jiang,219411,Staff,1986-01-07,1994-01-07
Nahum,Hegner,219414,Technique Leader,1993-07-11,9999-01-01
Aluzio,Lanzelotte,219423,Engineer,1992-02-20,2000-02-20
Aluzio,Lanzelotte,219423,Senior Engineer,2000-02-20,9999-01-01
Kristian,Begiun,219429,Engineer,2000-01-31,2000-10-23
Berto,Zambonelli,219436,Senior Staff,1995-05-22,9999-01-01
Berto,Zambonelli,219436,Staff,1986-05-22,1995-05-22
Saeko,Awdeh,219438,Engineer,1998-07-22,9999-01-01
Boguslaw,Picco,219448,Engineer,1986-11-24,1992-11-23
Boguslaw,Picco,219448,Senior Engineer,1992-11-23,9999-01-01
Chriss,Granlund,219459,Staff,1998-07-29,9999-01-01
Quingbo,Uludag,219462,Senior Staff,1990-06-26,9999-01-01
Quingbo,Uludag,219462,Staff,1985-06-26,1990-06-26
Hatem,Asmuth,219466,Senior Staff,1996-12-30,9999-01-01
Hatem,Asmuth,219466,Staff,1990-12-31,1996-12-30
Froduald,Malinowski,219478,Senior Staff,1993-11-22,9999-01-01
Froduald,Malinowski,219478,Staff,1986-11-22,1993-11-22
Freyja,Llado,219479,Senior Engineer,1997-08-17,9999-01-01
Premsyl,Asrin,219485,Technique Leader,1988-10-15,2000-10-02
Nalini,Luca,219488,Senior Staff,1994-11-07,9999-01-01
Nalini,Luca,219488,Staff,1986-11-07,1994-11-07
Tsutomu,Ramalingam,219489,Engineer,1993-12-06,1999-12-06
Tsutomu,Ramalingam,219489,Senior Engineer,1999-12-06,9999-01-01
Randy,Qiwen,219498,Senior Staff,2000-03-18,9999-01-01
Randy,Qiwen,219498,Staff,1993-03-18,2000-03-18
Jinya,Deville,219499,Senior Staff,1987-10-30,9999-01-01
Sakthirel,Dratva,219501,Engineer,1988-11-29,1993-10-19
Sanjay,Garnick,219509,Engineer,1988-07-07,1996-07-07
Sanjay,Garnick,219509,Senior Engineer,1996-07-07,9999-01-01
Kazunori,Mitzlaff,219519,Senior Staff,2002-01-16,9999-01-01
Kazunori,Mitzlaff,219519,Staff,1994-01-16,2002-01-16
Huei,Anandan,219522,Engineer,1987-10-18,1993-10-17
Huei,Anandan,219522,Senior Engineer,1993-10-17,1996-01-14
Chuanti,Tempesti,219525,Technique Leader,1986-04-16,2001-06-15
Takahira,Brender,219529,Senior Staff,1994-09-10,9999-01-01
Takahira,Brender,219529,Staff,1987-09-10,1994-09-10
Sungwon,Tzvieli,219544,Senior Staff,1987-11-12,9999-01-01
Fayez,Harbusch,219545,Engineer,1988-05-24,1997-05-24
Fayez,Harbusch,219545,Senior Engineer,1997-05-24,9999-01-01
Anestis,Naumovich,219548,Senior Staff,1995-04-12,9999-01-01
Anestis,Naumovich,219548,Staff,1987-04-12,1995-04-12
Sampalli,Wuwongse,219551,Staff,1989-06-23,1995-01-21
Shunichi,Osgood,219568,Engineer,1998-04-22,9999-01-01
Sampalli,Walstra,219573,Senior Staff,1997-10-09,9999-01-01
Sampalli,Walstra,219573,Staff,1988-10-09,1997-10-09
Akhilish,Mansanne,219581,Engineer,1988-08-07,1994-08-07
Akhilish,Mansanne,219581,Senior Engineer,1994-08-07,9999-01-01
Parto,Oehlmann,219584,Senior Engineer,1999-04-28,9999-01-01
Supot,Worfolk,219589,Senior Engineer,1998-09-10,9999-01-01
Nahid,Facello,219590,Engineer,1986-12-13,1992-12-12
Nahid,Facello,219590,Senior Engineer,1992-12-12,1998-10-24
Genevieve,Marciano,219597,Staff,1999-05-20,9999-01-01
Niclas,Schmiedel,219602,Engineer,1992-09-19,1999-09-20
Niclas,Schmiedel,219602,Senior Engineer,1999-09-20,9999-01-01
Florian,Gomatam,219603,Engineer,1987-09-21,1996-09-20
Florian,Gomatam,219603,Senior Engineer,1996-09-20,9999-01-01
Mari,Borstler,219604,Engineer,1985-11-20,1990-11-20
Mari,Borstler,219604,Senior Engineer,1990-11-20,9999-01-01
Karlis,Sanella,219609,Engineer,1986-06-01,1993-06-01
Karlis,Sanella,219609,Senior Engineer,1993-06-01,9999-01-01
Constantino,Brookman,219621,Staff,1996-09-02,9999-01-01
Werner,Swist,219622,Senior Staff,2001-06-06,9999-01-01
Werner,Swist,219622,Staff,1994-06-06,2001-06-06
Rosella,Kolinko,219629,Engineer,1987-10-25,1996-10-24
Rosella,Kolinko,219629,Senior Engineer,1996-10-24,9999-01-01
Huai,Reghbati,219646,Engineer,1999-09-14,9999-01-01
Margo,Benaini,219649,Staff,1988-11-29,1990-04-02
Gennady,Willoner,219650,Engineer,1995-08-08,9999-01-01
Shir,Puppo,219654,Senior Engineer,1996-09-29,9999-01-01
Jayson,Cronin,219661,Senior Staff,1995-07-31,9999-01-01
Jayson,Cronin,219661,Staff,1989-07-31,1995-07-31
Shir,Markovitch,219671,Engineer,1997-06-11,1998-02-13
Martina,Snedden,219674,Technique Leader,1988-12-10,9999-01-01
